Country Name,Country Code,Indicator Name,Indicator Code,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020
Dominican Republic,DOM,Oil rents (% of GDP),NY.GDP.PETR.RT.ZS,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
Algeria,DZA,Oil rents (% of GDP),NY.GDP.PETR.RT.ZS,,,,,,,,,,,8.273537811,8.063074581,9.977078937,11.63698468,28.74833686,23.2759112,24.49934195,23.90820968,20.66324532,37.68804197,30.98338677,23.69159293,18.27412668,16.83506833,15.83220321,14.46164021,6.816854757,8.987142292,8.203624687,12.93305448,16.50682857,13.48626235,13.84090813,12.19684316,12.91088895,14.32984109,16.81567683,15.17252234,9.229426737,13.35376918,20.62599708,17.57760166,18.4063669,20.23326877,22.23445719,29.03639681,30.66675423,28.69184293,30.48923005,20.61219191,23.37738037,27.30464428,26.16335163,23.84955286,20.49415889,12.84706619,10.04384153,12.36184945,15.77386232,,
East Asia & Pacific (excluding high income),EAP,Oil rents (% of GDP),NY.GDP.PETR.RT.ZS,,,,,,,,,,,0.045389154,0.142831795,0.341130025,0.702577526,3.985605896,4.103499663,5.078318328,5.399490383,5.806823949,12.29236303,11.93860183,9.103009169,5.444398013,6.331222784,6.216106899,5.563537229,2.739921688,4.139030324,2.906039564,3.99942147,5.129312759,2.802962807,2.798861719,2.549425005,1.91721722,1.728640877,1.957709825,1.681575956,0.935209124,1.387947891,2.508115628,1.700963853,1.597473494,1.648138326,2.106484539,2.770044067,2.727701586,2.232942377,2.500324447,1.185662726,1.486171631,1.807861309,1.593845663,1.338843584,1.097840478,0.422599065,0.330668222,0.428120217,0.557948441,,
Early-demographic dividend,EAR,Oil rents (% of GDP),NY.GDP.PETR.RT.ZS,,,,,,,,,,,2.319468728,2.454802857,3.024838627,4.184639736,13.56199411,10.98585591,12.56279922,12.11978162,10.75495571,20.25050523,17.90891508,13.8998282,9.553665833,9.621243905,9.20855008,7.968876688,4.128838234,5.825156571,4.635052948,6.908057455,9.359444938,5.304331034,5.146905431,5.168383443,4.578724519,4.963340968,5.952141669,5.052832088,3.005725096,4.2709395,7.039827889,5.490105913,5.678745612,6.430090397,7.646170879,9.709315454,9.896507229,8.705460199,10.4896195,5.618171473,6.411430895,8.418266824,8.214897758,7.390565538,6.29530512,2.978443005,2.398605633,3.062001125,3.536022853,,
East Asia & Pacific,EAS,Oil rents (% of GDP),NY.GDP.PETR.RT.ZS,,,,,,,,,,,0.016575222,0.053441302,0.115562922,0.227293137,1.22477413,1.283444354,1.44292112,1.475679291,1.203864782,2.577831524,2.758065084,2.02282691,1.296018447,1.4952779,1.500878221,1.443543863,0.534425378,0.678450135,0.43722948,0.615943013,0.824170898,0.429232411,0.438271841,0.38963395,0.316633936,0.310247024,0.418036179,0.390274489,0.219795694,0.322227759,0.611881369,0.469809289,0.475421964,0.496022676,0.646678351,0.926291824,1.034461484,0.956574184,1.173139355,0.585916345,0.762209849,0.972721397,0.889192058,0.802668677,0.688984603,0.275802942,0.212244311,0.280132678,0.376711741,,
Europe & Central Asia (excluding high income),ECA,Oil rents (% of GDP),NY.GDP.PETR.RT.ZS,,,,,,,,,,,,0.024846638,0.030287184,0.064683642,0.35333133,0.244340009,0.198789267,0.187879085,0.181056383,0.336785344,0.37855491,0.287893393,0.169843886,0.254782411,0.562787788,0.546927773,0.207820859,0.867271735,3.495668256,5.63295467,6.581804566,2.930861258,2.964349021,2.609115566,2.544165672,2.718195197,3.691117028,2.789700239,0.758951489,3.196039005,6.96042131,5.588794136,5.66214466,5.851230465,6.535232758,7.759438016,7.886711209,6.970380678,7.96952005,5.505829582,6.686348484,8.221919934,7.501207871,6.498490667,6.31672398,3.528917146,3.003636862,4.146105229,6.655123084,,
Europe & Central Asia,ECS,Oil rents (% of GDP),NY.GDP.PETR.RT.ZS,,,,,,,,,,,0.001704093,0.002209277,0.002939339,0.005900969,0.042701957,0.048108193,0.07826645,0.120955225,0.128682657,0.339275555,0.40519275,0.374851083,0.241856522,0.41610395,0.512769514,0.526883494,0.161014399,0.251762363,0.517507798,0.796578455,0.885756642,0.3871136,0.361206099,0.36027288,0.31768812,0.321172055,0.446983679,0.37068323,0.090394829,0.329780116,0.833177526,0.625125108,0.637841603,0.646671533,0.785246514,1.064929502,1.181894678,1.119901915,1.423742776,0.85936702,1.204461954,1.626071456,1.608470359,1.394909428,1.242851113,0.6173726,0.499945493,0.726947688,1.110497867,,
Ecuador,ECU,Oil rents (% of GDP),NY.GDP.PETR.RT.ZS,,,,,,,,,,,0.030099104,0.044967506,0.867011887,3.097905664,8.052665154,6.010615818,6.43787607,4.377579901,4.932753596,11.13813714,10.62974263,7.538752789,5.224320445,8.905512166,9.490873955,9.809972976,5.084586289,5.27512811,7.390372563,9.445057773,12.1930368,6.511995371,7.078913327,6.977247385,5.845588281,6.171484195,7.779220131,6.057378764,3.028142224,7.618701605,15.89742851,8.91995117,7.908357898,8.801953833,13.04714722,17.43689791,18.37256286,16.54339987,18.39216208,8.647147758,11.04916829,15.52102063,13.70013123,12.4713477,11.00890535,4.329274975,3.155361124,4.928036513,7.254417858,,
"Egypt, Arab Rep.",EGY,Oil rents (% of GDP),NY.GDP.PETR.RT.ZS,,,,,,,,,,,1.567761268,1.745747397,1.56070896,1.500613246,6.107996816,7.447417282,10.02667568,12.55744251,14.49070298,29.82166322,32.5712747,28.32784894,20.27810522,20.07081435,20.28766767,18.36878126,7.982410158,12.40388216,11.2453973,14.15381502,17.63011909,12.3183524,11.63445811,10.28168952,8.291000144,7.876139356,8.767106425,6.339392526,3.5648795,5.257287119,6.445388501,5.22320929,5.879672339,7.487359478,9.740937141,12.19308552,12.05105944,10.91830068,12.48276032,6.140452133,7.417009685,9.763380911,8.370246964,7.792398612,6.765522982,2.961820416,2.259530013,4.070921237,5.280486388,,
Euro area,EMU,Oil rents (% of GDP),NY.GDP.PETR.RT.ZS,,,,,,,,,,,0.002087798,0.00241458,0.00291504,0.005648248,0.041366646,0.031591765,0.032273605,0.028014644,0.02326034,0.04726131,0.056056697,0.047445578,0.030472321,0.056348272,0.06226671,0.067114159,0.020710572,0.028961151,0.020283375,0.029497119,0.031094776,0.01363621,0.012676102,0.012865344,0.011697376,0.010842171,0.014117516,0.011864286,0.002804935,0.008926951,0.022422737,0.015971306,0.018553522,0.017890558,0.020135465,0.027716985,0.029857694,0.030053074,0.035224081,0.018337007,0.027199682,0.040045328,0.042506395,0.037596543,0.033944387,0.015684261,0.009778461,0.014202808,0.022159255,,
Eritrea,ERI,Oil rents (% of GDP),NY.GDP.PETR.RT.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,
Spain,ESP,Oil rents (% of GDP),NY.GDP.PETR.RT.ZS,,,,,,,,,,,0.000280612,0.000321399,0.000434373,0.004679241,0.078476346,0.063222203,0.059858566,0.031899234,0.026735487,0.058534953,0.094448212,0.064014454,0.045548966,0.150026821,0.118586653,0.108943121,0.027506769,0.03405906,0.018718141,0.021043764,0.015641931,0.009112197,0.008984051,0.008531488,0.007118372,0.005526533,0.005811991,0.00365134,0.001230816,0.002452503,0.004577966,0.005817846,0.004282824,0.003897006,0.003590717,0.003143689,0.002918315,0.002809968,0.003176525,0.001532327,0.002628123,0.003154995,0.004878662,0.01087464,0.00803472,0.002952653,0.001392156,0.001719161,0.002381532,,
Estonia,EST,Oil rents (% of GDP),NY.GDP.PETR.RT.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.046228385,0.041131855,0.048476438,0.072355907,0.058845628,0.01342698,0.04772915,0.122491373,0.067042515,0.0551905,0.097682807,0.108267025,0.153346452,0.170473163,0.33273602,0.694750137,0.611694046,1.111281252,1.727058514,1.176554722,0.81425135,0.577192211,0.282195208,0.210380746,0.268254006,0.352661529,,
Ethiopia,ETH,Oil rents (% of GDP),NY.GDP.PETR.RT.ZS,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
European Union,EUU,Oil rents (% of GDP),NY.GDP.PETR.RT.ZS,,,,,,,,,,,0.002087798,0.002227643,0.00271013,0.005283051,0.038620976,0.029531467,0.030171467,0.027008179,0.02239299,0.045596361,0.053917218,0.047225193,0.032228394,0.059974059,0.066664766,0.073704364,0.023371309,0.04698794,0.032455146,0.049763612,0.051577003,0.024052224,0.023276912,0.024649648,0.022316509,0.022231708,0.030381469,0.026337005,0.006343211,0.02468371,0.064193935,0.045154672,0.04781952,0.045588079,0.054197153,0.072931648,0.076308643,0.06956345,0.082842833,0.044443374,0.062664213,0.085184209,0.085407542,0.072204751,0.063027853,0.029289838,0.020030875,0.028611347,0.041328384,,
Fragile and conflict affected situations,FCS,Oil rents (% of GDP),NY.GDP.PETR.RT.ZS,,,,,,,,,,,4.535017368,4.805989886,4.363436591,6.506399921,25.36646708,20.38732004,19.59718053,18.03861507,16.92691211,26.06456412,28.03859611,10.26456744,6.748289082,9.696508413,12.51294408,12.59215571,6.488742386,11.34852592,9.802753361,17.54762274,15.62866628,12.27511332,13.50759627,13.85787949,13.10727758,12.9391025,16.62692286,13.44358505,6.839811176,10.39760945,17.08065486,12.55061671,12.94636869,14.33849537,21.11633287,25.15078749,24.38111197,21.45964241,23.85854195,12.84548967,15.9270632,20.30214189,18.93307635,16.31684287,12.93582559,7.524793688,6.988705265,10.94892732,14.88304783,,
Finland,FIN,Oil rents (% of GDP),NY.GDP.PETR.RT.ZS,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
Fiji,FJI,Oil rents (% of GDP),NY.GDP.PETR.RT.ZS,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
France,FRA,Oil rents (% of GDP),NY.GDP.PETR.RT.ZS,,,,,,,,,,,0.001228766,0.001312762,0.001331954,0.002247479,0.014377134,0.010035625,0.011152301,0.010700472,0.009503594,0.020792659,0.027307615,0.028370517,0.016157954,0.025149592,0.034712778,0.043975941,0.014371439,0.021652868,0.015341776,0.023773874,0.024719443,0.0112799,0.010610606,0.010480295,0.009147344,0.008026017,0.009396694,0.006889604,0.001605748,0.005264038,0.012179606,0.008659542,0.008057903,0.007179717,0.007923684,0.010550401,0.011745854,0.010310905,0.013212087,0.006990581,0.010197092,0.014340019,0.01331861,0.011324241,0.009704059,0.005208218,0.003997689,0.005457792,0.008319545,,
Faroe Islands,FRO,Oil rents (% of GDP),NY.GDP.PETR.RT.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
"Micronesia, Fed. Sts.",FSM,Oil rents (% of GDP),NY.GDP.PETR.RT.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,,
Gabon,GAB,Oil rents (% of GDP),NY.GDP.PETR.RT.ZS,,,,,,,,,,,0,0.671582468,0,2.519464574,35.71558988,28.91010575,21.07267931,26.2218127,27.14867762,50.19044334,30.6547467,14.42166695,7.240619006,14.84600719,20.88265687,24.25055929,7.849347832,17.59113958,11.99317113,24.72140367,29.98574573,18.89019066,21.44496352,25.98258141,22.94629746,25.26316414,29.54018603,26.56921455,10.94241157,22.00987973,41.52160202,23.89837728,21.23680436,17.60787184,25.94534284,36.65692547,36.99220977,35.45621346,41.83892761,24.34315336,31.43806095,36.19415215,35.47521639,30.01548704,24.27641713,9.970062274,9.0042399,15.38935802,20.34564161,,
United Kingdom,GBR,Oil rents (% of GDP),NY.GDP.PETR.RT.ZS,,,,,,,,,,,2.38E-05,4.54E-05,8.29E-05,0.000236919,0.00213325,0.018571951,0.201438693,0.613464582,0.686681774,1.887571796,1.92580986,1.723624254,1.14334337,1.939940697,2.414808749,2.362071852,0.776692406,1.022582759,0.580324204,0.729568277,0.864625337,0.3829976,0.408693068,0.464012533,0.485042567,0.475934267,0.639926195,0.447655379,0.108558901,0.398353222,0.852728386,0.593391698,0.577113266,0.547026055,0.567797048,0.697838731,0.706667077,0.670410628,0.935755136,0.569416722,0.74114731,0.874412351,0.706698677,0.564961714,0.457130075,0.240220164,0.213203985,0.319521147,0.517195198,,
Georgia,GEO,Oil rents (% of GDP),NY.GDP.PETR.RT.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.841476716,0.480936074,0.299973493,0.184383781,0.16382398,0.131528044,0.165090365,0.212068666,0.042505025,0.196457217,0.3812225,0.496274171,0.251567868,0.520714071,0.287210607,0.330848582,0.23004754,0.136693433,0.152984029,0.096503522,0.121234515,0.150639585,0.133389316,0.115141477,0.101147448,0.105370709,0.097585023,0.137386449,0.20214885,,
Ghana,GHA,Oil rents (% of GDP),NY.GDP.PETR.RT.ZS,,,,,,,,,,,,0,0,0,0,0,0,0,0.069935561,0.355946931,0.337289363,0.174721918,0.083214698,0.158076992,0.214723753,0.104543569,0.0084298,0,0,0,0,0,0.069020318,0.097475578,0.075158976,0.212352662,0.3954501,0.277531999,0.093151893,0.241004191,0.938412185,0.585077081,0.509643503,0.434620165,0.663497939,0.737159833,0.473029432,0.437638328,0.549994559,0.280163033,0.410322496,5.311644008,5.028084187,3.766567666,3.931363048,1.416749303,1.070992272,2.956766173,4.618709803,,
Gibraltar,GIB,Oil rents (% of GDP),NY.GDP.PETR.RT.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Guinea,GIN,Oil rents (% of GDP),NY.GDP.PETR.RT.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
"Gambia, The",GMB,Oil rents (% of GDP),NY.GDP.PETR.RT.ZS,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
Guinea-Bissau,GNB,Oil rents (% of GDP),NY.GDP.PETR.RT.ZS,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
Equatorial Guinea,GNQ,Oil rents (% of GDP),NY.GDP.PETR.RT.ZS,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,4.358803078,5.975108573,9.698596436,10.52562699,16.93689831,49.38530002,53.98109532,36.64497886,55.4807826,78.54108824,,,,,58.10112075,56.34327408,49.71066234,46.97567271,25.61153669,34.68562517,35.10492036,36.79866704,30.78564522,25.6333052,13.46796372,12.11253692,19.33225045,25.13497439,,
Greece,GRC,Oil rents (% of GDP),NY.GDP.PETR.RT.ZS,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0.039014539,0.10364845,0.20168541,0.232402108,0.24066274,0.083754123,0.109396008,0.064147142,0.080761964,0.081924973,0.036394934,0.029151532,0.024861861,0.019746685,0.016315888,0.023712335,0.017126852,0.00286511,0.000537267,0.023034011,0.010829258,0.009806419,0.006442102,0.007227302,0.007713,0.007839116,0.006535658,0.006582531,0.005071279,0.011553222,0.015611515,0.016947832,0.011715082,0.009756114,0.004796238,0.010928418,0.012993847,0.028600333,,
Grenada,GRD,Oil rents (% of GDP),NY.GDP.PETR.RT.ZS,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
Greenland,GRL,Oil rents (% of GDP),NY.GDP.PETR.RT.ZS,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
Guatemala,GTM,Oil rents (% of GDP),NY.GDP.PETR.RT.ZS,,,,,,,,,,,,0,0,0,0,0,0.021633562,0.028952466,0.103100844,0.395673848,0.590780663,0.455388977,0.36229363,0.499911188,0.318521747,0.186442184,0.184864974,0.215550199,0.148569784,0.216072153,0.335571295,0.162576239,0.214759984,0.23581029,0.224211676,0.249190385,0.417774508,0.384486205,0.276269513,0.456632054,0.798894958,0.604909739,0.682949485,0.76765283,0.767470329,0.921581499,0.856919362,0.740576426,0.813814804,0.397706469,0.461864552,0.565244366,0.503356196,0.435640385,0.362711709,0.127778473,0.079526928,0.130683315,0.198443237,,
Guam,GUM,Oil rents (% of GDP),NY.GDP.PETR.RT.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
Guyana,GUY,Oil rents (% of GDP),NY.GDP.PETR.RT.ZS,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
High income,HIC,Oil rents (% of GDP),NY.GDP.PETR.RT.ZS,,,,,,,,,,,0.360321418,0.390995669,0.414943748,0.501083982,1.846990638,1.611376274,1.790160203,1.794911223,1.516321399,2.746258145,3.352612561,2.702694329,1.61590927,1.726256285,1.659867889,1.422676215,0.595645454,0.742935382,0.533287521,0.740690279,0.926380474,0.564308983,0.574444213,0.541882528,0.463875406,0.464512939,0.6055591,0.510512986,0.273157706,0.435048146,0.818965137,0.596741703,0.566613362,0.644517573,0.800993793,1.104461822,1.199934352,1.154316446,1.579831429,0.876788355,1.13720876,1.662389729,1.634960332,1.558698223,1.381343978,0.643985114,0.562143378,0.725816917,1.040530489,,
"Hong Kong SAR, China",HKG,Oil rents (% of GDP),NY.GDP.PETR.RT.ZS,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
Honduras,HND,Oil rents (% of GDP),NY.GDP.PETR.RT.ZS,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
Heavily indebted poor countries (HIPC),HPC,Oil rents (% of GDP),NY.GDP.PETR.RT.ZS,,,,,,,,,,,,0.056062221,0.070552617,0.119578906,0.765134627,0.571135389,0.686336273,0.590133272,0.626241755,1.663149928,1.477239636,0.965025205,0.541251388,1.027286996,1.762244715,1.914136178,0.554390833,1.11325076,0.811955449,1.49429062,1.900143715,0.953207431,1.18701933,1.060700812,0.928859909,0.957810562,1.361188898,1.191166147,0.442788364,1.047982677,2.59937639,1.756562634,1.687248301,1.687345173,3.437712606,5.057189266,5.675039866,5.31951128,6.271441249,2.921770722,4.150923039,5.67820284,3.743091274,3.118122527,2.516614127,0.88860641,0.713304417,1.473674374,2.272268126,,
Croatia,HRV,Oil rents (% of GDP),NY.GDP.PETR.RT.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.421149761,0.521228791,0.3881699,0.084620394,0.309477007,0.599876552,0.392833295,0.429618534,0.295244941,0.330785524,0.384601719,0.396678072,0.364265017,0.392884814,0.297967715,0.420729966,0.548069735,0.470406778,0.412732784,0.341680835,0.191986556,0.160565636,0.232720164,0.335997275,,
Haiti,HTI,Oil rents (% of GDP),NY.GDP.PETR.RT.ZS,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
Hungary,HUN,Oil rents (% of GDP),NY.GDP.PETR.RT.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.256921014,0.256921014,0.236984698,0.207656611,0.168020153,0.184456543,0.226681226,0.161700439,0.036534796,0.129319141,0.281700023,0.170892645,0.141989263,0.144108204,0.152614932,0.180180561,0.197887394,0.168617881,0.202814173,0.126544217,0.16833596,0.214109243,0.224312342,0.177577484,0.150125436,0.076083132,0.067689095,0.094280027,0.154225735,,
IBRD only,IBD,Oil rents (% of GDP),NY.GDP.PETR.RT.ZS,,,,,,,,,,,1.101729042,1.246173003,1.421788783,1.922991309,7.116948059,6.31323858,6.890909752,6.399408125,6.219040554,9.470301235,10.12301446,7.105488171,5.466299836,6.528733544,6.508781925,6.160605786,2.825729407,4.201346333,3.439800067,5.124061978,6.078794538,2.70108329,2.818958263,2.913258381,2.430856651,2.417467575,2.948533904,2.473545797,1.278001873,2.322654786,4.141323636,3.090560264,3.244437922,3.543310018,4.568886196,5.827577023,5.912900822,5.166769745,6.007266205,3.239090136,3.859284101,4.751111843,4.485401034,3.895457997,3.353905949,1.522246949,1.234077592,1.682367582,2.059865814,,
IDA & IBRD total,IBT,Oil rents (% of GDP),NY.GDP.PETR.RT.ZS,,,,,,,,,,,1.034813323,1.123396029,1.285254903,1.791879364,7.126586476,6.180497307,6.774720226,6.377185314,6.070737368,9.78502626,9.892208038,6.354407025,4.837956202,5.989109334,6.195237604,5.917314858,2.679571517,4.064136482,3.341274929,5.098906919,6.104278083,2.789329337,2.955136407,3.027607163,2.533590655,2.526226705,3.071937962,2.574424527,1.318105124,2.399018827,4.310668353,3.204773305,3.322268148,3.614019399,4.693386664,6.00413585,6.079880381,5.316052201,6.182738768,3.304788971,3.992382554,4.917109159,4.557081006,3.939144567,3.3702,1.498717484,1.212908922,1.689846533,2.101142919,,
IDA total,IDA,Oil rents (% of GDP),NY.GDP.PETR.RT.ZS,,,,,,,,,,,,0.154399629,0.121317592,0.524041241,7.210984033,5.134983917,5.817877469,6.186310521,4.860495458,12.35766788,8.172887422,2.3323149,1.25903234,2.360080572,3.863666943,4.045092533,1.496815844,2.939237499,2.305762442,4.81785182,6.397139843,3.768810278,4.514903577,4.511448154,4.040425285,4.106041746,4.853639798,4.061696725,1.885131509,3.414605969,6.445137599,4.681319198,4.2637056,4.470657444,6.233746933,8.253760895,8.176062586,7.304455855,8.588435623,4.192586406,5.894823066,7.389908682,5.61209646,4.556749737,3.592681655,1.199066326,0.93137,1.796110473,2.68352131,,
IDA blend,IDB,Oil rents (% of GDP),NY.GDP.PETR.RT.ZS,,,,,,,,,,,,0.142018668,0.006066409,0.864425838,14.53512283,10.21236156,9.880880901,11.0347145,8.856002287,22.26476163,14.34523642,2.718013446,1.272177873,3.054987933,5.968893331,6.59637616,2.537405876,5.261477424,4.043847781,8.912962852,10.23324234,5.748730988,6.951982066,7.298743832,5.44801489,5.612265034,6.825451547,5.626279119,2.171317735,4.363025437,9.134036139,5.981413618,5.005416243,5.3335943,8.139801841,10.67322818,10.12628691,9.093609801,10.89491691,5.515636358,8.05281371,10.07549529,8.862785904,6.978307845,5.442654234,1.926281103,1.634481615,3.266051162,4.906339705,,
Indonesia,IDN,Oil rents (% of GDP),NY.GDP.PETR.RT.ZS,,,,,,,,,,,0.30076592,0.998760258,2.343813508,4.231305276,15.94210996,13.88680242,14.17891709,14.47097673,12.34308953,29.00081798,23.45897665,17.08120681,8.994510142,11.64746069,11.66723808,10.66834108,5.532651483,8.392537914,5.75431032,7.757448966,9.328663286,5.236470313,5.118069078,4.032352589,3.211367886,3.020482056,3.394799922,3.110958236,3.514044267,3.871460825,6.514323862,4.489517178,3.561609001,3.179933944,4.030722259,5.214445666,4.61585498,3.880161361,4.715393112,2.245980165,2.363217718,2.932957877,2.620918353,2.329725635,2.00503511,0.804086843,0.648555402,0.836985691,1.16861817,,
IDA only,IDX,Oil rents (% of GDP),NY.GDP.PETR.RT.ZS,,,,,,,,,,,,0.164250024,0.225520177,0.258118803,0.915789954,1.085744465,1.449011449,1.325699011,1.224204118,2.282874265,1.992012622,1.643720387,1.236922213,1.439239727,1.504255998,1.358940099,0.596367392,1.038944895,0.899082707,1.587133404,3.184447553,2.131404656,2.388480476,2.383538971,2.840327059,2.814556419,3.137165893,2.729060232,1.654862878,2.631888944,4.257741132,3.607141828,3.631017456,3.733928481,4.484136927,5.904501708,6.124481114,5.480178509,6.162488173,2.930211756,3.743779864,4.637786025,2.08873986,2.002526533,1.632366366,0.475873138,0.277258237,0.532473247,0.817676333,,
Isle of Man,IMN,Oil rents (% of GDP),NY.GDP.PETR.RT.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
India,IND,Oil rents (% of GDP),NY.GDP.PETR.RT.ZS,,,,,,,,,,,0.046068787,0.056691147,0.046520843,0.056222382,0.18139829,0.40399675,0.54092324,0.642375941,0.640818064,1.530952822,1.024494369,1.600616497,1.368012049,1.702543123,1.775660986,2.072589972,0.972489173,1.117256445,0.816713518,1.432306404,1.784390089,1.239366278,0.963092274,1.009517533,0.842746034,0.933577439,1.004643404,0.9094499,0.49133633,0.720404391,1.207700535,0.881099343,0.890128294,0.918595562,1.07004676,1.331139295,1.381449173,1.177026973,1.596915206,0.675750232,0.803782282,1.328326219,1.298134771,1.156487855,0.925942274,0.353606122,0.234729325,0.321649688,0.454268524,,
Not classified,INX,Oil rents (% of GDP),NY.GDP.PETR.RT.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ireland,IRL,Oil rents (% of GDP),NY.GDP.PETR.RT.ZS,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
"Iran, Islamic Rep.",IRN,Oil rents (% of GDP),NY.GDP.PETR.RT.ZS,,,,,,,,,,,13.55510693,17.08738096,18.48190828,19.87210566,49.31870118,38.19830631,35.32373447,30.33449371,29.79046156,33.74054747,21.21851914,14.59763898,15.68337397,13.59316905,11.37900647,10.14205795,3.867506183,9.679242144,8.685843408,15.41200826,21.54464177,,,28.9901948,24.38026657,19.46069076,19.73439257,18.67481928,11.95346993,17.24179532,31.56464442,22.16190985,20.98716847,22.20305145,25.80847137,32.57555598,31.67980695,26.39597643,30.66720702,17.33408433,20.46769523,24.83557837,20.20178402,23.23686944,22.43062847,12.84152877,11.46891325,15.6460774,,,
